,model_name,source,volume,area,n_triangles,x_scale,y_scale,z_scale,area_ratio_xy,area_ratio_xz,area_ratio_yz,build_time,support_material,model_material,area_ground,box_volume
1140,192042,thingi10k,25.66029196388151,123.90238281250002,5316,12.831535339355469,11.219614410400391,1.4,0.5648746674494308,1.4878009909976102,1.729659890322373,28,4.087,25.326,143.96487880099448,201.55083032139225
1141,77938,thingi10k,41.740023289957406,138.58368164062503,1550,6.882719421386719,6.155259704589843,10.192953491210938,1.318063468047612,1.2810480281752474,0.8979780371881909,218,25.644,48.153,42.36492551245959,431.8237154071163
1142,702385,thingi10k,16.413418304443365,135.10300781250004,260,15.0,3.8,0.4,1.9629307797080593,3.000001589457194,3.657893758071096,19,5.05,17.985,57.0,22.8
1143,1458705,thingi10k,6.7723458202899725,47.405424804687506,10422,6.099499893188477,3.6,0.7,1.2771461851459671,3.016012249345018,5.380079859778995,25,2.984,7.53,21.958199615478517,15.370739730834961
1144,501146,thingi10k,390.9595606043713,776.2601562500001,13214,13.145570373535156,2.9705436706542967,17.159266662597656,3.7606344493366732,2.056548346052016,4.1824618013431465,704,74.715,386.028,39.0494908702455,670.0606268812151
1145,591233,thingi10k,10.521305881462958,130.82339843750003,3700,5.098341369628907,5.0983421325683596,3.6,0.7537911052725798,3.8767073164689143,3.8948286993965713,33,2.035,10.376,25.99308861099533,93.57511899958318
1146,591227,thingi10k,13.365050372086403,87.95974609375001,6240,6.798001098632812,6.798001098632812,1.3,1.1671426224206025,2.539391035698557,2.5492614456525335,18,3.258,13.503,46.212818937012926,60.07666461811681
1147,501152,thingi10k,193.61718579622425,811.7031250000001,15600,13.145570373535156,2.7182596206665037,17.159266662597656,4.5074514967288835,2.0455420765844465,5.169854662048101,601,73.863,200.474,35.7330731370105,613.1533306320681
1148,200003,thingi10k,2.5121203285550857,24.662109375000004,36,2.031999969482422,2.857499885559082,1.8026725769042968,3.4136987585969734,2.023515310119461,0.5307104883657922,41,5.986,4.403,5.806439680252078,10.467109581039374
1149,43860,thingi10k,8.000000000000002,27.313710937500005,12,4.0,4.0,1.0,1.0,2.0,2.0,9,0.919,7.933,16.0,16.0
1150,43690,thingi10k,6.013946833145185,36.62503417968751,1170,3.7,2.2073740005493163,2.108155059814453,1.3099481211025699,2.4676920188050215,2.633074767082677,19,1.267,6.217,8.16728380203247,17.217900672195373
1151,61431,thingi10k,14.894136000226515,193.03544921875005,436,6.115243911743164,6.115243911743164,14.03009033203125,1.5614097593653316,0.9964193214517642,0.9964720529991763,104,8.557,18.124,37.396208100111835,524.6721777200078
1152,777040,thingi10k,3215.7180484693863,2168.1508662475585,4738,9.397998909950257,25.399997577667236,31.496001453399657,3.0119948230669342,1.8806024247363882,1.5322538113146416,2205,94.704,3001.31,238.70914954765584,7518.383721092764
1153,69079,thingi10k,10.92435010011898,70.36862792968752,2956,3.75,3.75,3.75,1.9118381076388888,1.9118678114149306,1.9118943956163195,111,16.054,14.806,14.0625,52.734375
1154,65643,thingi10k,24.28465834709009,84.64300781250002,284,5.0,5.293299865722656,1.625,1.58562901248394,2.4212090125450723,3.367838563711054,24,2.043,23.778,26.46649932861328,43.00806140899658
1155,159694,thingi10k,34.57185232296951,91.80225585937502,4244,3.9983081817626953,6.0,2.2040395736694336,2.375836388370109,1.977202313594852,2.60777270997153,77,9.229,34.98,23.989849090576172,52.874576761987555
1156,472194,thingi10k,2.847297551776765,32.156735839843755,17696,4.423651123046875,6.476805877685547,1.5345834732055663,0.6344347028021083,1.3242517572856944,1.0030526943026863,35,5.55,4.18,28.651129594580272,43.967549964513786
1157,593381,thingi10k,2.0371001613038002,24.177822265625004,10936,1.999978256225586,1.999981689453125,2.205078887939453,2.57649098018806,2.6836451359943885,2.802660024211612,14,0.788,2.265,3.999919891755562,8.820138906759253
1158,914673,thingi10k,8.66903136350339,78.32771484375002,6156,2.8162986755371096,9.334071350097656,3.757905960083008,0.4921138356951256,2.2029479604938857,1.3496361120479679,51,4.485,9.97,26.287532780648906,98.78607611227797
1159,96046,thingi10k,2.8523799116785287,92.58419921875002,860,9.545941162109376,9.545941162109376,0.7,0.8458991083553851,2.819987036046331,2.819987036046331,9,3.502,4.552,91.1249926704541,63.78749486931787
1160,90437,thingi10k,3167.8243095000003,3490.3156,132,38.1,20.955,19.05,0.9111111207741671,2.600000024218798,2.1939393626262,2593,361.059,2972.048,798.3855,15209.243775
1161,44100,thingi10k,22.0631618575509,91.34213867187502,472,5.548030090332031,3.7061859130859376,3.0,0.7770205861200936,2.9370486229622625,3.3504148952784663,74,6.278,23.748,20.562030966165477,61.686092898496426
1162,814667,thingi10k,3.023030260202048,32.137233886718754,1056,6.902300262451172,6.099700164794922,0.6671999931335449,0.3213077815921506,2.278645841511328,3.306240305584276,20,2.089,3.817,42.10196204833745,28.090428789559514
1163,702420,thingi10k,1.9189402128921416,16.938950195312504,5778,8.425,0.9994000434875489,0.4,1.2119886067357946,2.2491306508684015,4.898761151447655,5,0.79,2.255,8.4199453663826,3.36797814655304
1164,69092,thingi10k,9.42667838869865,35.91681884765626,300,3.9699996948242187,1.9700000762939454,1.9700000762939454,1.4811080086762274,1.4811080086762274,3.5141847776366952,14,0.767,9.226,7.82089970169065,15.407173009017876
1165,814673,thingi10k,1.001400507549445,10.914821777343752,152,4.023799896240234,4.497200012207031,0.300100040435791,0.36880192684736324,2.2642280297385344,2.3066151629157554,4,0.595,1.349,18.095832942490233,5.430560197760638
1166,107071,thingi10k,55.592261713719964,341.60003906250006,4354,11.25,15.75,0.375,1.7779393325617283,4.479751247829861,3.2667465613632607,55,13.949,59.392,177.1875,66.4453125
1167,86241,thingi10k,51.475939727008026,172.14519531250002,7442,8.514999389648438,10.644166564941406,1.6399999618530274,1.0371841982508716,4.183876145583077,1.8093292565945143,80,13.1,51.752,90.63507180379237,148.6415143007659
1168,958479,thingi10k,11143.466309342954,2736.524067956543,2184,35.56254102706909,29.97453908920288,17.145,1.5724831363817966,1.8758922026779423,1.7880753560032592,6307,125.24,10311.685,1065.9707761272637,18276.068956701936
1169,656071,thingi10k,2.533372961557245,37.72610839843751,18076,2.9999649047851564,2.9999668121337892,2.0,1.6046062752901928,2.575654914888022,2.5456789619534415,7,0.824,2.443,8.999795151921573,17.999590303843146
1170,69910,thingi10k,24.68041969625156,107.75966796875002,556,6.340687942504883,6.35,4.318000030517578,1.6852689992422978,0.7029428270790039,0.836028450259731,57,6.271,25.323,40.263368434906006,173.85722613066463
1171,472143,thingi10k,23.813598307291674,86.56600585937501,296,4.48740234375,1.2699951171875,7.789333343505859,1.3271516251666773,1.9999997805146539,1.5130442247856213,74,6.076,24.743,5.698979065418244,44.391247658204186
1172,1223675,thingi10k,1.6275957075140788,13.249172363281252,2016,1.5392000198364257,1.5392000198364257,1.35,1.3311594393721886,3.071012133898255,3.1899260835865655,29,2.704,3.066,2.3691367010644533,3.198334546437012
1173,1417953,thingi10k,1214.6344577101734,640.4021221984864,1556,10.16,10.16,14.986000242233278,1.5703711922713153,1.9999966486191938,1.9999982520883441,679,6.897,1126.657,103.2256,1546.9388666046755
1174,81260,thingi10k,9.261604107047122,61.92520507812501,900,3.182872009277344,2.875,9.391227722167969,1.9584152774032004,1.072610616352766,0.5757634551916528,201,23.715,18.886,9.150757026672364,85.93684306770885
1175,45550,thingi10k,146.81547410248234,502.9257031250001,3222,11.313700103759766,11.313700103759766,8.869499969482423,2.278820320350973,2.05614862649191,1.3451281057569855,431,65.74,147.485,127.99981003781375,1135.2943112241448
1176,186553,thingi10k,4874.468177852166,2307.8114283447267,192,27.939999999999998,11.461781005859375,27.939999999999998,2.945615398856252,1.162918976531232,2.945613874131188,3277,220.088,4535.04,320.24216130371093,8947.565986825683
1177,741525,thingi10k,24.53687211608318,186.42271484375004,21370,3.123000144958496,3.123000144958496,10.000003051757812,2.68007680832438,3.6863804491517747,3.686380693448664,70,0.544,22.467,9.753129905410788,97.53132881829825
1178,472157,thingi10k,28.398335937500008,79.68628906250001,300,3.047998046875,1.6933349609375,7.789333343505859,3.600008526151792,1.9999999974737808,1.4127360675398257,145,16.04,33.349,5.1612816536426545,40.20294327994379
1179,67929,thingi10k,14.811311080654466,86.56396484375001,1152,9.585880279541016,4.148183822631836,5.232110977172852,0.5354219261610513,1.1289509429100852,2.1625321111030495,27,0.875,13.89,39.76399350127758,208.04962689426438
1180,85774,thingi10k,33.38789594737689,110.62386718750003,2072,10.984307861328125,3.3643096923828124,1.5739999771118165,1.8675328412147443,3.1963139354942713,2.1086268449226386,29,3.122,32.399,36.95461340198293,58.16656064889716
1181,814659,thingi10k,1.0633662201619865,13.334172363281253,4368,2.5270999908447265,2.2,1.3401000022888183,1.1709673982882447,2.0021405827239493,1.7189511941314304,34,3.517,2.665,5.5596199798583985,7.4504467477332
1182,186545,thingi10k,2.096432291666667,14.655872802734377,92,0.5996231079101563,0.59962158203125,7.5,1.5548699873976972,2.0,2.0000002120613725,19,0.203,2.109,0.35954695658758284,2.6966021744068716
1183,472141,thingi10k,3.3218971251912395,37.85511718750001,15412,3.8099990844726563,4.169833374023438,3.069669723510742,0.6024998970244387,1.5330693050758482,1.4772920725614267,34,3.799,4.29,15.887061337432826,48.76803118307562
1184,43651,thingi10k,38.37482493598801,262.66591796875,8126,8.66155776977539,5.334054183959961,10.08156967163086,2.0069019078764274,1.6252063414223588,2.4965034519669054,121,11.889,40.189,46.20121846148133,465.78080283366194
1185,472155,thingi10k,20.229524523104235,53.64342773437501,10424,1.143017578125,5.1223388671875,5.122333908081055,1.8281113928634605,1.8281299398060131,1.5706606865742891,40,1.903,19.856,5.8549233663082125,29.99087248845663
1186,1158269,thingi10k,847.2860344847741,1543.0082812500002,21790,18.3734375,13.716017150878907,7.112026977539062,2.012879277834245,5.720460647088127,3.6655349981871552,680,36.206,798.335,252.0103838706017,1792.3046487076942
1187,186551,thingi10k,5344.018717678626,2264.600199243164,192,27.939999999999998,10.16,27.939999999999998,2.726378126484503,1.347570191952432,2.7263776964632234,3378,146.099,4963.465,283.87039999999996,7931.338975999998
1188,200968,thingi10k,3.160217216148145,23.240554199218753,6966,2.6,2.6,1.3,1.3649459421281982,3.415224255894768,3.4148258570383283,35,3.272,4.675,6.760000000000001,8.788000000000002
1189,69090,thingi10k,17.18488045408701,51.53623535156251,428,5.970000076293945,1.9700000762939454,1.9700000762939454,1.654941139608582,1.6549409774314923,3.5141847776366952,17,1.119,16.659,11.760900605773932,23.168975090660155
1190,702422,thingi10k,3704.9266471022274,2282.4212479003904,478,25.4,25.349198837280273,16.509999999999998,1.3997675175589455,2.098229805872172,2.1008474779937507,2079,36.766,3443.463,643.8696504669189,10630.28792920883
1191,814665,thingi10k,3.04264098369632,37.31329589843751,6596,2.1297000885009765,2.74010009765625,2.4910999298095704,2.8594285442494503,3.2143317273059098,2.630875251618653,63,6.571,5.29,5.83559142048005,14.537041377955184
1192,44102,thingi10k,14.840000000000003,82.26000000000002,60,5.6,3.3,4.0,1.9999999504584773,1.25,1.3106060028076172,28,1.819,15.063,18.479999999999997,73.91999999999999
1193,90435,thingi10k,5732.502311459368,2409.6726,236,19.05,19.05,19.05,2.644001712699606,1.9380001921896204,2.0580003019815067,3539,229.453,5321.106,362.90250000000003,6913.292625000001
1194,107067,thingi10k,10.861146896630528,100.02137695312501,1374,2.980000114440918,15.15,0.45,1.9133204992945076,3.504845074262033,1.5893257009620234,17,4.682,11.473,45.14700173377991,20.31615078020096
1195,856330,thingi10k,4.022759438608463,41.81377441406251,8480,8.045037078857423,5.395099639892578,0.25,0.7958655707095696,3.4939125393760766,3.347309220932296,7,1.958,4.734,43.40377664706612,10.85094416176653
1196,593383,thingi10k,2.3053612407852317,24.222053222656253,11116,2.0,2.0,2.235746383666992,1.7118909358978271,2.9984652462302983,3.0200983214963637,10,0.479,2.353,4.0,8.942985534667969
1197,904476,thingi10k,12.432306929270407,54.40777343750001,64,7.0,3.0,1.6,1.4574648539225261,2.166675329208374,1.4121932784716287,15,1.542,12.392,21.0,33.6
1198,472169,thingi10k,364.5507996065754,333.9297656250001,9996,8.91788330078125,9.200917816162109,7.196666717529297,1.8582221777947463,2.1653584206151586,1.4396986993629626,322,19.705,344.104,82.05271134461276,590.5060168168133
1199,461115,thingi10k,473.0494031471478,521.6645312500001,821952,9.410780334472657,11.287000274658203,15.098199462890625,2.4767115378676405,1.7881086067939673,1.5624403428185727,710,88.775,455.19,106.21948021994089,1603.7228992052328
1200,68371,thingi10k,880.1390764463018,618.8547862609863,2846,12.7,12.696291408538817,7.619999999999999,1.5690529044922872,2.572525815624548,2.573460364906278,510,10.557,818.978,161.24290088844296,1228.6709047699353
1201,136523,thingi10k,0.0015535533989723851,0.29911031428575513,860,0.17779998183250428,0.11430000454187392,0.2616199813783169,3.7542836737748044,2.0036067332542276,4.545417586044855,3,0.311,0.244,0.02032253873100034,0.005316782204364432
1202,522979,thingi10k,2681.379611499777,1157.3376562500002,619008,18.367190551757812,18.367190551757812,14.468185424804688,1.743072089917943,1.689338985999973,1.7151566307250132,1487,21.531,2490.173,337.3536887645814,4880.895722787814
1203,472182,thingi10k,25.408303609192377,149.89786132812503,17170,18.379345703125,1.862666702270508,3.2349468231201173,1.2336144729034901,1.4846913798365402,5.180181017683293,137,16.018,27.17,34.23459525072948,110.74709514715038
1204,472196,thingi10k,8.493053452894094,32.96404296875001,1814,5.079998779296875,1.6933334350585938,1.4390580177307128,1.9999993488831918,1.6462936739074572,2.909115082395857,25,2.838,9.134,8.60213178304024,12.378966711960251
1205,65641,thingi10k,44.06282638589542,133.57654296875003,436,9.300559997558594,9.289599609375,1.625,0.7674719714995903,2.4204378731134555,2.9435494223622802,39,3.168,42.759,86.39847852028906,140.3975275954697
1206,591219,thingi10k,6.01917066774597,131.96703125000002,12000,13.960000610351562,13.960000610351562,0.3,0.20591010239327404,13.924090733973227,13.924087090518501,29,7.812,8.702,194.881617041016,58.4644851123048
1207,64577,thingi10k,21.78471922242642,52.54196777343751,432,4.237080001831055,4.237080001831055,1.6,1.5168005639885458,2.357596740183507,2.3575960368141495,18,1.421,21.144,17.952846941916654,28.72455510706665
1208,591231,thingi10k,0.444704861421153,12.981837158203128,840,4.38984489440918,4.389845275878907,0.17500076293945313,0.4672492671453401,3.7914836571811175,3.7914873622504253,3,0.8,0.869,19.270739871563276,3.3723941799313124
1209,49383,thingi10k,1.5846409629185998,12.981209716796878,240,5.431579971313477,0.5926809787750245,0.7619999885559082,1.2919885759589074,2.000000309858243,2.0000008109291048,5,0.459,1.806,3.219194133692891,2.45302589303323
1210,702387,thingi10k,11353.960428147662,5940.698961572266,512,35.559999999999995,35.54984073638916,25.4,0.7072034861459173,3.714287370678537,3.457564724513152,6347,37.546,10539.001,1264.1523365859982,32109.469349284354
1211,591225,thingi10k,7.1753359912445855,94.29982421875002,4120,6.5440818786621096,6.544081115722657,1.5750004768371582,0.45157434780915795,4.593660812283089,4.649611603237363,19,3.015,7.432,42.82500264189556,67.44939958153806
1212,39499,thingi10k,124.75782671603459,645.8053125000001,12124,10.0,10.0,10.0,2.3529998779296877,3.110247802734375,3.1102496337890626,135,6.23,117.143,100.0,1000.0
1213,108618,thingi10k,2.819283577919007,27.375380859375007,620,6.5,2.0,0.4,1.0843392885648286,3.661534602825458,5.307880640029907,8,1.367,3.427,13.0,5.2
1214,567028,thingi10k,9.100684677791659,65.46251464843752,974,2.9590995788574217,10.261599731445312,0.4699002742767334,1.5682066267414816,5.000200123500024,2.658387177576259,13,2.697,10.085,30.365095443723252,14.268566677444744
1215,97170,thingi10k,36.42642961116633,163.81847656250002,2456,10.15999984741211,0.6349999904632568,9.525,4.4323273132940955,1.1855338524956485,4.193371486830344,287,44.135,45.273,6.45159980621338,61.45148815418245
1216,77912,thingi10k,4.838096806599022,40.623166503906255,1188,3.05,7.622100067138672,0.45,1.1627367745974058,3.9508294972348517,2.7489238016022672,9,1.452,5.168,23.24740520477295,10.461332342147827
1217,46265,thingi10k,6.3752825366028905,24.382111816406255,144,1.5,1.5,3.0,2.5321258968777127,1.999999788072374,2.266363355848524,33,2.684,7.453,2.25,6.75
1218,40614,thingi10k,8.700702691500384,70.25794921875001,1544,8.323348999023438,9.545506286621094,0.5,0.4380433615340785,5.701241019360966,5.004421137505169,14,2.24,9.339,79.45058019591961,39.72529009795981
1219,1514900,thingi10k,86.78314953115212,809.3465625000001,7066,13.500088500976563,1.7644317626953125,13.50006561279297,13.390833477415825,2.000007978789486,13.39084721216304,403,34.745,94.457,23.819984950320798,321.57135972507183
1220,1315845,thingi10k,2.2656721990114335,26.860297851562507,15038,2.1181446075439454,2.118144989013672,3.159086227416992,2.158254869963747,2.0899306177163997,2.1903607408912444,33,3.24,3.535,4.486537386475539,14.173358466406302
1221,80356,thingi10k,1.7153555802603566,15.357014160156252,356,2.767289924621582,4.446990203857422,0.28709983825683594,0.9722497042284256,1.9991426406161392,2.224996329612797,4,0.773,2.04,12.306111186025518,3.533082531078566
1222,40172,thingi10k,2.043226984926461,12.046804199218752,576,1.984749984741211,2.0,1.984749984741211,1.8392176925074328,0.5978446039242975,1.839216371129733,28,3.192,3.489,3.969499969482422,7.878465003860474
1223,217031,thingi10k,8.01650844396351,39.110356445312505,2048,3.0449926376342775,5.206999969482422,3.047999954223633,0.8649408707964403,2.0628328691423707,0.8634443383905422,59,6.347,9.817,15.855276571235883,48.32688226333001
1224,595269,thingi10k,47.683684245649204,190.99613281250004,19920,12.546281433105468,8.8857177734375,8.273077392578125,0.31587996636381643,1.026838171929076,1.347438152716281,58,1.785,45.005,111.48271592069418,922.3051367467044
1225,65443,thingi10k,9.6161316248552,89.51085937500002,6124,6.819800567626953,6.819800567626953,0.6014000415802002,0.6915156277309359,8.969076845232314,8.810757864807215,18,2.425,9.732,46.50967978220491,27.97092335489983
1226,233193,thingi10k,16.82554201459885,49.41602539062501,30,2.9979999542236326,4.497999954223633,2.9979999542236326,1.3325917806672853,1.4993325458469957,1.3325919221094888,18,1.039,16.176,13.485003656860352,40.42804034597285
1227,72881,thingi10k,23.594468839980976,54.22529785156251,30374,3.562860107421875,3.45,3.685530090332031,2.179655633767831,1.623842349366359,1.667766006702029,77,6.522,25.426,12.29186737060547,45.302047060736925
1228,69537,thingi10k,4.388684054533195,33.297687988281254,364,5.9821006774902346,1.31510009765625,1.1010000228881835,1.0140085449406226,2.9020533091615612,7.648463139815191,14,0.719,4.308,7.867061185156926,8.661634544920515
1229,94492,thingi10k,48.94560767252354,163.46975585937503,1204,8.651799774169922,5.397600173950195,1.9937999725341797,1.9897342138565035,3.4346199982961965,1.8157930990569446,86,12.19,48.822,46.69895596604183,93.10837712246907
1230,135214,thingi10k,848.1329010813182,880.5328478332519,1304,4.826000242233276,30.479999999999997,7.619999999999999,1.8622662966573476,5.438600041603239,1.9844076934857977,653,38.364,798.712,147.09648738327022,1120.8752338605188
1231,95798,thingi10k,15.267716236511863,110.22533203125002,212,8.1,6.300000762939453,0.3,1.9946066571188164,2.000000251173483,2.000000373396248,16,4.485,17.408,51.03000617980957,15.30900185394287
1232,72665,thingi10k,96.02652775257053,210.47480468750004,20220,8.840464019775391,11.220162200927735,2.6,0.948275128736514,2.629502058304859,3.109021723808895,125,11.189,92.492,99.1914402333455,257.8977446066983
1233,120792,thingi10k,1.0221268477424361,16.352880859375002,660,4.0,4.0,0.2,0.7443645596504211,3.536810874938965,3.535778820514679,4,0.872,1.493,16.0,3.2
1234,1368064,thingi10k,294.75154309402103,433.4611718750001,29326,5.975930786132812,14.243888854980469,5.8299602508544925,1.69555425919682,4.112094830469076,2.490839808387304,361,22.006,282.292,85.12049392273184,496.249096102628
1235,102255,thingi10k,40.90458604455872,397.57390625000005,17832,8.8,10.0,2.7,2.087954434481534,4.095281735815182,5.350792213722512,97,13.024,43.424,88.0,237.60000000000002
1236,697217,thingi10k,6.984639081402094,27.091242675781256,3710,1.8840137481689454,2.038365936279297,2.800001525878906,2.2194603658336414,2.903504238629989,1.869199094520467,29,2.12,7.577,3.84030944774946,10.752872313545668
1237,1129080,thingi10k,14.55690820558985,42.679892578125006,6492,3.601589584350586,4.599813842773438,2.222810173034668,1.224040839633718,1.8350475320466486,1.3619205566442993,42,3.574,15.528,16.566641626084458,36.82449953948012
1238,61792,thingi10k,16.40858616785209,167.71230468750002,868,16.48833465576172,6.128099822998047,14.995700073242187,0.6768180806004146,0.1394540436275297,0.7263625282618756,67,3.792,17.275,101.04216068550596,1515.1979363921905
1239,1535138,thingi10k,101.6887538260386,351.8205859375001,8712,11.532925415039063,11.534194946289062,2.9169002532958985,0.7432660744198903,5.355107425661252,5.354615516552076,119,2.569,94.984,133.02301003807224,388.0148516742358
1240,375065,thingi10k,12.506401794152113,80.48230468750002,242390,5.072499847412109,5.1919097900390625,2.6146900177001955,0.42326337493626304,2.989523417427588,3.819642179695559,68,5.839,14.321,26.33596161775058,68.86037594846793
1241,99029,thingi10k,11.993816871960961,68.42103515625001,7904,3.026314926147461,4.342105102539063,2.5,1.7997175742785743,2.9290115352962065,2.0829029090799196,78,9.504,14.099,13.140577482715017,32.85144370678754
1242,120786,thingi10k,35.15151102892558,102.52946289062503,296,6.6,3.8,3.0,1.238810997070118,2.118289253928445,3.1365384553608147,83,7.395,36.158,25.08,75.24
1243,84736,thingi10k,466.48326470854266,586.9948437500001,10580,21.442990112304688,12.458621978759766,2.4628000259399414,1.526180895335577,2.6726442630133516,2.572902747523303,290,23.733,439.863,267.15010790348754,657.9372926745673
1244,161094,thingi10k,9.437575753064598,92.05748046875001,8280,7.452909851074219,6.5,0.40999999046325686,1.4372980190831899,5.454284978823401,5.910338920382856,22,3.89,10.758,48.44391403198242,19.86200429111563
1245,98479,thingi10k,11.250469025073407,116.63294921875003,5770,4.398467254638672,4.3992561340332035,7.7,2.1236425353832242,1.5102835282296072,1.5011056575915747,181,20.307,18.114,19.349984050313363,148.9948771874129
1246,1018275,thingi10k,9.528004954338076,77.04389160156252,480,10.79824447631836,3.1,0.4699999809265137,1.7367572274653398,2.789677394554666,3.972542962587878,12,2.768,10.34,33.474557876586914,15.733041563519327
1247,518039,thingi10k,2714.070497322272,1196.3730468750002,619008,18.367190551757812,18.367190551757812,14.468185424804688,2.033712590629804,1.693481610116649,1.69975267920265,1501,21.531,2520.373,337.3536887645814,4880.895722787814
1248,827640,thingi10k,11045.667842268344,2681.629158215332,1664,35.56254102706909,29.215077209472657,17.14753981590271,1.5837041709386002,1.8657099673332982,1.7555557608081849,6068,113.705,10199.595,1038.9623818708624,17815.648810355728
1249,398304,thingi10k,7.530987622033287,76.11705566406252,96672,4.4,4.185640716552735,1.8,2.5728164236391144,3.0758706006136802,3.4288301642016035,59,10.216,9.7,18.416819152832034,33.15027447509766
1250,500110,thingi10k,16.54821149328164,287.47373046875003,5780,5.079999923706055,5.079999923706055,2.0,1.9999892924053257,13.284638371574799,13.285063394937941,55,6.048,15.371,25.80639922485352,51.61279844970704
1251,500104,thingi10k,12.659414483388268,208.51791015625005,398,5.079999923706055,5.079999923706055,2.0,1.9999972746755583,7.779127523153823,7.779127523153823,18,2.424,15.142,25.80639922485352,51.61279844970704
1252,43296,thingi10k,16.224946317453647,108.17952148437502,17388,6.590473937988281,6.591778564453125,1.2,1.178938854588267,5.435147516874336,5.418161269583774,31,3.009,16.123,43.44294483401812,52.13153380082174
1253,106782,thingi10k,3.862625094458151,39.04528320312501,1844,3.6,3.5986400604248048,0.6,1.5705934865034887,5.084173767654984,5.589507413150068,14,1.893,4.456,12.955104217529298,7.773062530517579
1254,42836,thingi10k,45.809208442846945,129.81786132812502,524,3.4798000335693358,6.6547996520996096,11.1125,2.0965673888948437,0.964905098632357,0.668285544139908,56,2.207,43.576,23.157372052773425,257.3362969364447
1255,69325,thingi10k,6.599866597371799,82.33832031250002,612,5.8,7.3,0.8615800857543945,0.9819383941059356,3.1894802265527336,3.969153519091318,12,2.33,7.387,42.339999999999996,36.47930083084106
1256,1582382,thingi10k,44.06779353841147,99.79875000000001,84,2.025,2.025,11.475,1.901234535341709,1.9796658288175955,1.9796658288175955,56,0.559,41.089,4.100625,47.054671875
1257,462540,thingi10k,12.663923541506135,118.48376953125002,4440,11.532926177978515,11.534197998046874,0.29999940395355223,0.6346743694190572,6.2664885827438175,6.265731461450416,25,4.624,14.57,133.0230540336622,39.90683692217983
1258,267663,thingi10k,11.406129223491067,87.72371093750002,5912,6.5,5.8,0.5,1.210197529678952,8.08695573073167,9.312151547135977,24,2.527,12.307,37.699999999999996,18.849999999999998
1259,49208,thingi10k,8.155259485841741,126.66807617187503,12828,9.522312927246094,10.599818420410156,0.2,0.8079740418333932,15.190606210068577,13.44838687364657,28,5.198,10.584,100.9347879711329,20.186957594226584
1260,190253,thingi10k,25.256695582696533,69.51145019531252,30748,2.797648048400879,2.7976476669311525,6.0,1.3169256432158483,2.4297633451604277,2.4297604948804508,37,0.477,23.837,7.826833535503211,46.961001213019266
1261,93074,thingi10k,51.534081308236395,74.05088867187501,34,5.433249664306641,4.9332740783691404,4.695748901367187,1.3651671904098046,1.4218401288760232,1.5712308263026704,38,0.777,48.494,26.803709730231784,125.86349051830088
1262,269128,thingi10k,150.81871150353555,639.0703906250001,2770,18.0,18.0,0.5,1.8691402482397763,2.453805923461914,2.4538052876790366,119,24.772,156.616,324.0,162.0
1263,472035,thingi10k,11.72204775997499,32.0450927734375,21688,2.031999969482422,2.0317224502563476,4.8260009765625,1.571161855324101,1.7115547436374883,1.7115212510521807,20,0.487,11.219,4.128459956917649,19.923951783783753
1264,100640,thingi10k,3.2398459730413225,58.22986816406251,4382,11.180372619628907,12.824929809570312,0.46342930793762205,0.31336305034104517,1.9483836628274311,1.5895617736350622,8,2.465,4.547,143.38749409158248,66.44996715377194
1265,636803,thingi10k,3.300047549530906,85.43325195312502,20726,4.5837890625,6.595247650146485,2.7048397064208984,1.1070104817133384,2.9313245034427764,3.1158428345351563,11,0.77,5.185,30.231224043220283,81.77061516580835
1266,636817,thingi10k,3.300261084928325,85.43329101562502,20580,4.583807373046875,6.595249176025391,2.7048397064208984,1.1070042893133134,2.931354637726951,3.11583719535101,10,0.796,5.203,30.231351800146516,81.77096072781521
1267,921796,thingi10k,10.667918414809535,75.58308593750002,12044,3.724580764770508,10.11382827758789,0.875,1.0995880789631605,4.993955859094461,2.898044727279322,20,2.24,10.978,37.669770260895895,32.961048978283905
1268,375267,thingi10k,2.118598973898118,17.746301269531255,1092,4.246904373168945,1.705040168762207,2.1129106521606444,0.7137316911950494,1.0498857674324409,1.5979283920898186,11,0.629,2.286,7.241142549144933,15.299887225902012
1269,472021,thingi10k,205.7069399464529,765.0697656250002,69354,11.5570068359375,20.362333679199217,9.482569885253906,1.8499954398917564,3.8178151222906016,0.4575149740029222,481,144.103,203.855,235.32762952614573,2231.5106929128174
1270,39923,thingi10k,16.300225572426108,66.48405273437501,618,5.0,5.0,1.8,1.2800241088867188,1.9555702209472656,1.9555727640787761,19,1.783,15.91,25.0,45.0
1271,1582396,thingi10k,23.433666048100847,79.87651367187502,668,1.5,2.325004005432129,10.05,1.7935501155058264,1.9783542563468464,1.9012962061848657,47,0.515,21.934,3.487506008148193,35.04943538188934
1272,44710,thingi10k,12.394679443392809,63.17952148437501,3172,4.203005981445313,5.21451416015625,1.5,1.4428738400095347,3.555079200614368,2.2549124320435356,17,1.635,12.176,21.916634205468,32.874951308202
1273,96656,thingi10k,213.53455972675985,299.79880859375004,440,6.993852233886718,6.996926116943359,8.0,1.6582179024447836,2.1258621430695515,2.759791968410026,320,26.989,208.961,48.93546735332463,391.48373882659706
1274,96130,thingi10k,8.254610517779655,55.40722167968751,92128,2.7994924545288087,2.7994924545288087,7.184361267089844,1.5146623788374793,1.61922255066018,1.6192326030306008,29,0.828,7.892,7.837158002963734,56.304974400555835
